Transaction_amount,Total Number of declines/day,isForeignTransaction,isHighRiskCountry,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,Total_Transaction-Amount,Declines_Level
-0.12856763615984815,3.6690126738488855,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.2557563619020744,1
1.1980299775487337,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.6067926362556124,0.9318292266566192,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.08177036939531496,0
-0.9656748817801828,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.5079694107798156,-0.4367624969395139,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.8587038267695911,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.43925443434264577,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
2.4713529890991506,1.0190057819976688,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.9318645795570892,0
-0.537703512699097,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.2373582283191393,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.6939073377790075,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.906993395746936,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.977958178241851,2.3004209502527524,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,3.330787000166412,1
-0.7623751437615249,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.7399068505689809,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.5364756482424184,0.47563198545790814,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.12844035260248918,0
1.237554841855501,1.8442237090540414,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.963750478314756,0
-0.7907291078580476,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.8310656781555752,0.019434744259197122,1,1,3.3797602087290146,3.4947123468732535,4.268191786909044,0.2679131417533987,0
0.5693789387901452,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.7508737566765468,-0.4367624969395139,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.853956145135876,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.9027685684555404,2.3004209502527524,0,0,4.526897910404527,6.08539461525779,2.330491529318693,3.2381108119049213,1
-0.23548085751277098,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.342309300779131,1.5041874497692815,1,0,3.3797602087290146,3.4947123468732535,4.268191786909044,1.6986237097020085,0
0.6629850610567838,0.019434744259197122,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.027956984064184766,0
-0.6419235116382671,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.4468211223514282,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
3.30891222518607,0.9318292266566192,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,2.3314127947862064,0
-0.5571428531539075,-0.4367624969395139,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.19962330998694738,-0.4367624969395139,0,0,1.8395676600572628,1.2057381178880482,4.268191786909044,-0.3084506772965563,0
-0.30078713432172355,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.0037196906925113108,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.11404922491619654,0.9318292266566192,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.22189912219855695,0
-0.681139872309885,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.25329321910156466,2.7566181914514636,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.7288001379735759,1
-0.3434384964117038,3.6690126738488855,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.8584924509733514,1
0.5973150150189491,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.42901726119977396,-0.4367624969395139,0,0,3.312977879357747,1.2919773192930142,5.4214107241849465,-0.3084506772965563,0
1.291972194122804,-0.4367624969395139,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
2.8113598760230154,2.6957199560022262,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,5.025459351405492,1
-0.40393116965024983,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
2.0256899962728006,1.3259847507489142,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,2.067888833170928,0
1.0327857585411035,0.019434744259197122,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.10392430445301695,0
1.6460333651311054,-0.4367624969395139,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.2398948957504491,3.6690126738488855,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.0499289989637006,1
0.47494802988270834,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.41623956914465077,0.9318292266566192,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.03566428661346821,0
2.4289524680559107,-0.100771385522602,0,0,3.3198171326958525,3.471056702466762,4.268191786909044,0.21709391335444342,0
-0.5802598653030663,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.05802575439715724,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.28689762153847065,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
2.9586676682207584,3.6690126738488855,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,6.963590218656386,1
-0.20569399856454512,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.16396321880302173,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.9105874011410449,1.8442237090540414,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.6279095713823832,0
-0.6283579420532852,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.258854175016478,-0.4367624969395139,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.9802111662057928,1.7449355845709391,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.6008331405469631,0
1.9537814981953157,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.6757159051181757,2.540918649899692,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.09688839032839705,1
-0.762392030119856,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.20197108477747466,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.8393188022105267,2.7566181914514636,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,3.7379640002319654,1
-0.6950937564942148,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.4690379404835965,3.6690126738488855,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,2.3606392124287514,1
-0.4795311048141674,-0.4367624969395139,0,0,4.3093250719755245,5.7597637287256545,5.370938286530682,-0.3084506772965563,0
0.35893745839044716,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.18552654706206875,0.9318292266566192,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.40652264080267975,0
0.06361929212105967,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
2.6750911623929383,1.563254630153001,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,2.9637678102403737,0
0.37649703198720447,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.036719297938775305,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
4.510678665681948,-0.31596031180001805,1,1,3.3797602087290146,3.4947123468732535,4.268191786909044,-0.0937299844053367,0
-0.47716410334234916,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.4469875510265437,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.4992745017482683,2.7566181914514636,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,3.2489822826002506,1
3.0015065649951915,2.7566181914514636,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,5.40918321397697,1
-0.9012508115157634,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.06581957073077281,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
-0.974611041761122,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
1.3645905225341217,0.019434744259197122,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,0.1720862062132679,0
-0.5142960098929723,-0.4367624969395139,0,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
0.4125893515342935,3.2128154326501743,1,1,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,1.9713048220927931,1
-0.5664765874050939,-0.4367624969395139,1,0,-0.269783365377889,-0.2566468783865328,-0.25310881413510816,-0.3084506772965563,0
